Geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT1G32750	83.28944109477617	-1.586356453117661	0.42245388184963806	169.88835619707731	9.531211474723228e-27	1.5126032610385763e-22
AT1G06040	243.84880206983502	-2.587700712185275	0.2936360336878987	169.0283433850475	1.4076294917231266e-26	2.233908003364602e-22
AT3G22380	534.5027213208741	-1.4282734953843503	0.3948846073195369	168.99513930973126	1.4289750086762383e-26	2.26778333876919e-22
AT3G43980	71.18992189266801	1.3953956881076977	0.4205705018457965	168.30961396118505	1.949584922155423e-26	3.0939912714606564e-22
AT5G55660	511.2897959689699	-2.1909953770584596	0.4616593750011849	167.8876092493806	2.3603075019574194e-26	3.7458080056064246e-22
AT3G27690	948.381300230236	-4.612103762578375	0.6617433406492053	167.65301249493268	2.6249110838165197e-26	4.1657338900168167e-22
AT4G21960	1835.8433705257469	-0.7059825704313943	0.23503772197017214	167.33945211589753	3.0253991911899057e-26	4.80130851641838e-22
AT5G58870	89.08479150353341	-1.1197599203219541	0.32850927814026826	166.69286631413502	4.054240702929644e-26	6.434079995549345e-22
AT5G16780	176.94388576086405	-1.7866884570934805	0.4056108117405423	166.41861426158493	4.5900304200179644e-26	7.28437827656851e-22
AT4G39260	464.77356659820896	1.5369762350788412	0.27164975163759886	165.51678387296306	6.902577908580714e-26	1.0954391140917593e-21
AT5G63320	94.11159831261743	-1.8947862144987724	0.40717468187308936	165.073813827658	8.433569051975641e-26	1.3384074085485342e-21
AT3G52730	190.05924039900725	0.9312298021670944	0.2819779443706535	164.37216922139112	1.1581525298125874e-25	1.8379880648125764e-21
AT2G45820	407.3449157291857	-1.945548402381831	0.2885410884581631	164.06111085682528	1.3329577485596017e-25	2.115403946964088e-21
AT3G53460	446.2229867303405	2.03055150926534	0.3549597679885349	163.28323209457653	1.894241561928781e-25	3.0061613587809755e-21
AT5G35970	106.2976079058131	-3.665986330844309	0.5088095610913362	162.58967476934015	2.5908717146383825e-25	4.111713411131113e-21
AT1G15940	73.63125451411386	-2.1258162238696734	0.448066881102215	162.55086324422473	2.63666685291316e-25	4.1843902955731854e-21
AT4G08870	93.70599589313657	-3.089361421903064	0.4185148374942851	160.40258618235202	6.949304968104512e-25	1.102854698438186e-20
AT2G02160	166.61032272393467	-1.6028437777215745	0.36321494571333623	159.92108897569256	8.63361713780132e-25	1.3701550397690695e-20
AT2G05100	848.6934879914484	-3.194157163448752	0.4950974033665366	159.04746352748543	1.279745641074631e-24	2.0309563323854392e-20
AT1G66100	73.42258914496259	-0.6113559251850434	1.5751884171263733	158.8341286696715	1.4087978116586194e-24	2.2357621271022292e-20
AT5G08450	171.81637126147328	-1.4687403605855731	0.39509023804809085	158.78622718131555	1.4395164238435317e-24	2.284512564639685e-20
AT1G58270	103.46351760797302	4.966615557158905	0.6549266862295675	158.3019288864706	1.7902437077292883e-24	2.8411167641663803e-20
AT2G16485	117.01567983378177	-1.3780977129088383	0.3706500360159802	157.48083545607994	2.5905347203875962e-24	4.111178601255115e-20
AT2G33770	154.6173119812515	-1.546644229977148	0.3480734421289432	156.91856900824803	3.336013408523797e-24	5.294253279327266e-20
AT1G43170	399.22544611622567	1.8496282531590988	0.2418713149614788	156.8319966363424	3.4684528881605316e-24	5.504434733510764e-20
AT4G20150	196.0708101244619	1.43921594679344	0.265124987276336	156.75096791049498	3.59716350824493e-24	5.708698487584704e-20
AT3G14067	384.81565697549684	-0.5294146798762442	0.30072313153458086	156.50636065902427	4.0153637894056044e-24	6.372382333786695e-20
AT1G33140	402.8432706559647	1.6228268558267809	0.2833944459303303	156.40693917266412	4.198911133013591e-24	6.663671968092569e-20
AT2G22795	332.8782152470754	-2.3022370679927846	0.43048265723817125	155.6728320153611	5.8401885216959605e-24	9.26837918393149e-20
AT3G51750	93.21477814644652	-0.369325164720756	0.5271901634790824	154.75978395277366	8.80115563273471e-24	1.3967433989149984e-19
AT5G16030	377.2742133105148	-4.3801419071983725	0.536596676579012	154.49379051949882	9.917594300391537e-24	1.573922215472137e-19
AT3G05560	295.6211684796759	1.2069413773757416	0.23380184172347046	154.35268985783796	1.0566126515640335e-23	1.6768442780321212e-19
AT5G61170	241.41165520406307	1.320065502131029	0.25204498419133514	154.0614044566414	1.204195177105694e-23	1.9110577460667364e-19
AT2G22000	27.39479543941769	-2.102291133060045	0.5865346557526837	153.80954339300365	1.3482894793794844e-23	2.1397354037752418e-19
AT2G25720	57.09834760583683	-1.0278619756420126	0.4299666809805557	153.66830439547016	1.436500734217802e-23	2.279726665203652e-19
AT1G54410	4317.862189833907	-1.231813421690493	0.41002977970999377	153.6386865180625	1.4557172028353092e-23	2.3102232008996357e-19
AT5G16730	127.90110308988433	-1.8845436890680665	0.374036349124385	153.1698273332587	1.7964675441435917e-23	2.85099399255588e-19
AT5G56360	191.83281473469165	-1.3262466411959881	0.37367277095614526	153.0422809972904	1.90222672905283e-23	3.018833819006841e-19
AT3G08580	460.28379848268304	1.3726745644550291	0.2501657120699141	152.5519104338391	2.3700233038761658e-23	3.7612269832514754e-19
AT5G67030	203.64424801165086	-3.144271130964604	0.40196553720866074	152.4711063393197	2.457448009726921e-23	3.8999699914366237e-19
AT1G51060	77.74420405736372	1.4048769240790533	0.45975851333882883	152.43346638293633	2.4992639559376653e-23	3.966331898073075e-19
AT2G36170	152.42227005084877	1.1661277983316047	0.3332174110144342	152.33152604938834	2.6161157013907033e-23	4.151775618107046e-19
AT2G30860	1077.9490782430978	1.5820801581191026	0.27809501401485787	152.1630974805064	2.8212513988826605e-23	4.477325970026782e-19
AT2G43460	198.86052432232415	1.3142758460881447	0.2900411489830722	152.15805391533888	2.827635726892371e-23	4.487457898578193e-19
AT1G72440	129.91338155632195	-1.5824735252330266	0.4495957763002992	151.5689464354332	3.6818069424923376e-23	5.843027617735339e-19
AT3G62870	379.726171941425	0.9543433643277427	0.23226006895692158	151.25695694914475	4.2340121564757715e-23	6.719377292327049e-19
AT1G75950	170.73571793325274	1.3973776379184446	0.2630486782704348	150.69781674326805	5.43857745435619e-23	8.631022420063273e-19
AT5G59320	782.1434492531754	3.0018636890199883	0.7393248996002554	150.64704634082273	5.563602493642021e-23	8.829437157409888e-19
AT1G67230	395.3262378728591	-1.4290201874994883	0.4093680728122372	150.01304297584556	7.389016323702635e-23	1.1726368905716083e-18
AT1G07140	207.93094606384494	-0.381752557071423	0.24077696551871103	149.87984458472977	7.842754405083091e-23	1.2446451240866865e-18
AT1G60590	40.239631096826216	-0.8156078888458943	0.548414342153582	149.47718668800906	9.390603495578807e-23	1.4902887747483565e-18
AT1G79075	212.0267581266213	1.7817332956592977	0.46555753434610425	149.40759217867344	9.687489556839002e-23	1.5374045926703497e-18
AT5G23740	234.99241411943004	0.8299395711048027	0.2592499795513059	149.35006683382994	9.939949449298156e-23	1.5774699776036173e-18
AT1G28420	85.6938547125844	-1.9200373709646024	0.42596974915018526	149.09464964286178	1.1142607705016973e-22	1.7683318427861937e-18
AT1G48630	89.73980454841669	2.0070870701665693	0.41478742524580325	149.0586499367398	1.132341124796045e-22	1.7970253650513233e-18
AT1G23290	282.7688724557325	1.4706516574402018	0.27176151779437224	148.48171586892136	1.4654794498949045e-22	2.3257158869832136e-18
AT1G70600	416.29396210995225	1.1829126360577085	0.20046644431278737	148.41136650950193	1.5122843441732432e-22	2.399995254202937e-18
AT5G40340	239.76701546126878	-2.023142785683637	0.48564263788986345	148.12211955422345	1.7209325868800255e-22	2.7311200153786006e-18
AT1G48920	395.45053832655884	1.3810648525989992	0.2995025068410874	147.9319435375769	1.8735351847800478e-22	2.973300338245936e-18
AT2G02100	619.1106106518711	1.885813535514175	0.29643588817014127	147.90454914907173	1.8966031207122387e-22	3.0099091525703227e-18
AT5G14910	78.52358428529939	1.0238101174659924	0.45346046272256507	147.64463572650436	2.1300746324779393e-22	3.3804284417424897e-18
AT5G41790	284.8219935205977	-2.0285019808654994	0.38863316253325425	147.62981873334547	2.144216959333684e-22	3.402872314462557e-18
AT1G08550	77.97861708463576	-1.8326907875808502	0.36505406288554143	147.55459751393755	2.2174718893224107e-22	3.519127888354666e-18
AT3G18740	367.3782775287238	0.9362136235086929	0.19554768044099669	147.24872299232834	2.541993529957409e-22	4.034143732042408e-18
AT1G24100	120.98764044842895	-2.050277366336086	0.36215818518637666	146.8388099876655	3.0524143660737846e-22	4.844181598959096e-18
AT2G36530	364.2213708819042	1.6275100988138664	0.25002270346190547	146.52656870369788	3.50880721951748e-22	5.568477057374241e-18
AT5G56670	348.95837866913195	0.6661003580426588	0.2348709727440856	146.24380718465136	3.980602507054894e-22	6.317216178696117e-18
AT3G17040	73.19391951430437	-2.726071361436124	0.4275610787767253	146.2382433871045	3.990494859386553e-22	6.33291534184646e-18
AT3G62250	357.2127264044981	0.8071975209674482	0.23895886718287723	145.89961536569308	4.641134692426261e-22	7.365480756880477e-18
AT5G64170	68.8119985074632	-2.8654021014047117	0.494699498771919	145.51811526816266	5.5018004666936e-22	8.731357340642743e-18
AT5G55040	96.26022419855403	-1.4364585133937169	0.4074311708887543	145.42143159973796	5.744136628530705e-22	9.115944829478228e-18
AT1G33120	359.9367807861742	1.4592286500812008	0.30915699602621355	144.73960067162898	7.783926826847022e-22	1.2353091874206225e-17
AT2G22240	91.08491755085382	-1.05343579943305	0.5282434619062808	144.3165522898836	9.398222782641091e-22	1.4914979556051413e-17
AT5G20290	1176.9218868144044	0.999490119005687	0.1630796258708388	143.86858724467243	1.1473127411544912e-21	1.8207853202121775e-17
AT5G15230	111.03299147795012	0.6179261280025551	0.41370173179336583	143.73603609202758	1.2170568290523811e-21	1.9314691877061287e-17
AT5G22440	116.83405809275722	1.7041359286699473	0.3616036277773695	143.6350499816673	1.2730187837498937e-21	2.0202808098110813e-17
AT3G11450	177.88099919247222	-0.5953450580989476	0.3496415800576574	143.5813263201278	1.3038291738811121e-21	2.069176898949325e-17
AT4G32610	90.55488151208013	-1.378081282607258	0.3639770664816487	143.4829464970843	1.3621919357746708e-21	2.1617986020744026e-17
AT3G56240	149.26481096318503	0.6234937180632081	0.3414501678984626	143.43202523171374	1.3934172212953168e-21	2.2113531301956677e-17
AT3G16000	182.32473466651837	-1.9793947387485584	0.352510939365291	143.36568235190543	1.435173280347232e-21	2.2776199959110573e-17
AT4G10450	70.4525056199789	2.607144928395625	0.49625242315495444	143.22583711931793	1.527327390050642e-21	2.4238685680103687e-17
AT1G56070	683.5627609835674	1.8024202663407491	0.26496535139192123	143.21916346726948	1.531869864172911e-21	2.4310774744424098e-17
AT4G13200	106.5711285328353	-2.121949522672059	0.3883298849196419	142.99436217870584	1.6930200638763875e-21	2.686822841371827e-17
AT1G20970	111.1995163559832	-1.220267914032734	0.37720165832897323	142.88222400002292	1.7796245822988583e-21	2.824264212108288e-17
AT3G12587	127.29166792569745	1.1455965299028503	0.42876543755007185	142.8147858213373	1.833821978016383e-21	2.910275479112e-17
AT5G64140	192.12894558087717	1.9762588845802735	0.2856090532233604	142.46423251561612	2.14323860386239e-21	3.4013196643296133e-17
AT2G41840	304.00341043643795	1.259085504783744	0.24056337535907227	142.39777106769452	2.2075269412252332e-21	3.503345255724445e-17
AT3G08510	178.2771376953252	-0.7936295842448052	0.26126934175434396	142.30196480570078	2.3036021940375508e-21	3.655816681937593e-17
AT5G61270	55.16767300150861	-1.9414059080597719	0.4821824553313186	141.95347081575233	2.68963570434989e-21	4.268451862803276e-17
AT5G58420	146.64480393224002	1.8986734133636016	0.3438892715441464	141.90327357916692	2.750322976913921e-21	4.364762564362392e-17
AT5G64350	273.6119162091418	0.9282352957394864	0.2393239539783955	141.8081048117267	2.869156422312051e-21	4.5533512422092245e-17
AT2G40650	81.09789130766471	-2.274451487049967	0.42997942468311784	141.55665234962464	3.208374606191811e-21	5.091690500026404e-17
AT2G46280	85.76583311323921	1.416590983012645	0.39994868683765333	141.3459242603651	3.523285655605362e-21	5.59145433544571e-17
AT4G11570	105.16864556354972	-1.5947644389918425	0.3692037242561554	140.67534976651336	4.745634375885505e-21	7.531321754530296e-17
AT5G08670	179.61252601396802	1.6585931252256276	0.29003064441990806	140.38861212444112	5.389885336722317e-21	8.553748029378317e-17
AT4G27500	248.32920973891103	-0.4209983563106581	0.31130269723754717	140.34094754894886	5.5051387560391295e-21	8.736655205834098e-17
AT1G30330	73.31252197434836	5.266861050142967e-4	0.4448622448455925	140.31723493195398	5.563388994669045e-21	8.829098334539775e-17
AT1G52870	104.22806016440262	-3.018335980441319	0.3701204528741287	140.01910093291337	6.350434969532948e-21	1.0078140296648789e-16
AT3G07780	122.32598518331181	-1.5248663950307118	0.39660627279361454	139.83352642187742	6.89547948329319e-21	1.0943125939986292e-16
AT5G45775	118.62390130900985	1.300226120784628	0.3246919809865879	139.43784225310515	8.218540599315941e-21	1.3042823931114398e-16
AT1G76580	47.360766850876196	-0.5797111990471047	0.5108266377087117	139.37393240257154	8.45482599607359e-21	1.3417808855768788e-16
AT1G44910	140.68751549491034	-2.1209209306678813	0.45500144912392076	139.1880488862023	9.181307453442137e-21	1.4570734928612672e-16
AT4G04330	75.3066437457422	-0.41145157853399833	0.650684733956479	139.09746149340913	9.55760006594414e-21	1.5167911304653348e-16
AT3G23820	202.3147469997961	-1.3266076468090457	0.2688677396386033	139.05708790574568	9.730229766118921e-21	1.5441874638830727e-16
AT4G14320	375.4937296630285	0.9430075548682916	0.2191377412408328	138.91339450146552	1.0370269819699124e-20	1.645761820386251e-16
AT4G23600	195.39120282790657	1.879161308742774	0.4422983450113594	138.85200746215583	1.0656351085956893e-20	1.691162917341359e-16
AT1G26850	130.48465762313594	1.5085953458334413	0.308420913764277	138.82313937928245	1.0793594183527223e-20	1.7129433969257704e-16
AT3G53870	253.81275222318666	1.4709123042857086	0.24382399394959198	138.684844861775	1.1475931916443265e-20	1.8212303951395463e-16
AT5G41350	86.11426910511754	-0.6567926732263969	0.40087366961231136	138.34761331402353	1.332574384064613e-20	2.1147955475105408e-16
AT2G36620	241.8129747897363	1.3034327497840845	0.24385465335832607	138.2261719167907	1.4062390600174895e-20	2.231701388247756e-16
AT3G47836	99.23218995129331	1.2269265145502997	0.48047346615179276	138.1609544612778	1.447462092141853e-20	2.297122340229121e-16
AT1G79280	205.5682732915868	-1.1909626534555318	0.38281149985442003	138.08548679754358	1.4966714636992688e-20	2.3752176128907395e-16
AT4G36130	99.85564918850545	1.2892746777326343	0.3191467508995493	137.76519171307723	1.724793494582575e-20	2.7372472759025464e-16
AT4G17390	269.15732902930046	1.756096093399694	0.2415257274371357	137.50468657871784	1.935679276638985e-20	3.071923012026069e-16
AT4G23990	11.961961965312733	-0.31187674983464586	0.7497854381746297	136.43730202576944	3.1043437255168934e-20	4.92659349239531e-16
AT5G47700	459.8669552119012	0.8465642526779764	0.23686378216830656	136.1427670268481	3.5362199202963173e-20	5.611981013510255e-16
